X1,X2,X3,X4,X5,X6,X7,X8,X9
ST-5,2,DRAFTDINO - Dinos,Laura Sayers,CAY,68-37-86-30,221,,
ST-5,2,DRAFTDINO - Dinos,Sinead Goss,PEP,66-33-82-30,211,,
ST-5,2,DRAFTDINO - Dinos,Nikki Faulkner,JLP,66-33-82-30,211,,
ST-5,2,DRAFTDINO - Dinos,Netta Vogt,BON,66-36-78-30,210,,
ST-5,2,DRAFTDINO - Dinos,Jack Son,JLP,66-33-80-30,209,,
ST-5,2,DRAFTDINO - Dinos,Cathy Collins,BON,64-46-68-30,208,,
ST-5,2,DRAFTDINO - Dinos,Maggie Carden,BON,66-41-68-30,205,,
ST-5,2,DRAFTDINO - Dinos,Kevin Mothersole,PEP,66-33-84-20,203,,
ST-5,2,DRAFTDINO - Dinos,Nicola Morris,PEP,66-33-82-20,201,,
ST-5,2,DRAFTDINO - Dinos,Julz Anderson,PEP,66-33-82-20,201,,
ST-5,2,DRAFTDINO - Dinos,Joe Woodson,GHT,66-16-96-20,198,,
ST-5,2,DRAFTDINO - Dinos,Garry Cooper,BON,53-31-80-30,194,,
ST-5,2,DRAFTDINO - Dinos,Robert Griffin,GHT,35-33-80-30,178,,
ST-5,2,DRAFTDINO - Dinos,Dan Tice,CAY,50-31-60-30,171,,
ST-5,2,DRAFTDINO - Dinos,John Atkinson,BON,45-13-64-30,152,,
ST-5,2,DRAFTDINO - Dinos,Dave Rossow,BON,32-13-40-30,115,,
ST-5,2,DRAFTDINO - Dinos,Richard Webster,HAB,32-10-56-15,113,,
ST-5,2,DRAFTDINO - Dinos,Abraham,BON,26-13-40-15,94,,
ST-5,3,FRR - Spectre,Kris Poole,CRP,91-33-97-30,251,1649,47
ST-5,3,FRR - Spectre,Lenny Koppert,JLP,96-43-80-30,249,,
ST-5,3,FRR - Spectre,Ralph Matecki,HAB,83-31-98-30,242,,
ST-5,3,FRR - Spectre,Chris Harnish,GHT,89-22-98-30,239,,
ST-5,3,FRR - Spectre,Brian Walburn,JLP,78-35-93-30,236,,
ST-5,3,FRR - Spectre,Gunter Haacke,JLP,66-40-80-30,216,,
ST-5,3,FRR - Spectre,Allan Poulsen,PEP,69-33-84-30,216,,
ST-5,3,FRR - Spectre,Jessica Kaiser,PEP,66-33-80-30,209,,
ST-5,3,FRR - Spectre,Brian Glancy,HAB,56-43-72-30,201,,
ST-5,3,FRR - Spectre,Jordy,GHT,76-22-94-0,192,,
ST-5,3,FRR - Spectre,Frank Schweinheim,HAB,48-25-88-30,191,,
ST-5,3,FRR - Spectre,Petar Dashev [CAP],CAP,60-19-82-30,191,,
ST-5,3,FRR - Spectre,Kalle Kadens,CAP,62-16-82-30,190,,
ST-5,3,FRR - Spectre,Tobias Beck,CAY,60-29-70-30,189,,
ST-5,3,FRR - Spectre,Eric Detrick,GHT,62-25-80-20,187,,
ST-5,3,FRR - Spectre,Jacket,GHT,55-22-78-30,185,,
ST-5,3,FRR - Spectre,Gustav Lindqvist,CAP,47-31-75-30,183,,
ST-5,3,FRR - Spectre,Maria Wiklund,BON,62-31-56-30,179,,
ST-5,3,FRR - Spectre,Colin Staats,CRP,51-29-68-30,178,,
ST-5,3,FRR - Spectre,Duende Santana,GHT,51-29-66-30,176,,
ST-5,3,FRR - Spectre,lee messenger,BON,41-22-80-30,173,,
ST-5,3,FRR - Spectre,Philipp Foerster,CAY,50-25-62-30,167,,
ST-5,3,FRR - Spectre,Martin Coffey,GHT,50-31-66-20,167,,
ST-5,3,FRR - Spectre,VO2max Coaching [CRP],CRP,56-19-75-15,165,,
ST-5,3,FRR - Spectre,Fernando Cortes,GHT,50-10-75-30,165,,
ST-5,3,FRR - Spectre,Flávia lopes,BON,58-29-45-30,162,,
ST-5,3,FRR - Spectre,Mattias Forslin,GHT,42-19-70-30,161,,
ST-5,3,FRR - Spectre,Unknow Fellow,CAP,44-16-70-30,160,,
ST-5,3,FRR - Spectre,Pedro Pinheiro,CRP,56-19-80-0,155,,
ST-5,3,FRR - Spectre,Rui Dias,GHT,53-10-75-15,153,,
ST-5,3,FRR - Spectre,Toby Farrow,BON,48-16-58-30,152,,
ST-5,3,FRR - Spectre,Nelson Pinto,CRP,52-19-80-0,151,,
ST-5,3,FRR - Spectre,Thomas Wagner,CAP,44-22-62-20,148,,
ST-5,3,FRR - Spectre,Andrew Alderson,CAP,38-19-70-15,142,,
ST-5,3,FRR - Spectre,H. Çelebi,CAP,32-13-64-30,139,,
ST-5,3,FRR - Spectre,Ronnie Reynolds,HAB,35-16-58-30,139,,
ST-5,3,FRR - Spectre,Mathias Kemnitz,CAP,29-10-68-30,137,,
ST-5,3,FRR - Spectre,Rusty Davis,CAP,26-19-62-30,137,,
ST-5,3,FRR - Spectre,Bruno Passos,CRP,44-19-72-0,135,,
ST-5,3,FRR - Spectre,Tom,GHT,41-19-75-0,135,,
ST-5,3,FRR - Spectre,Erik Schulz,HAB,29-16-58-30,133,,
ST-5,3,FRR - Spectre,Niels Cornelisse,BON,32-16-50-30,128,,
ST-5,3,FRR - Spectre,Beretio Thebe,HAB,42-10-45-30,127,,
ST-5,3,FRR - Spectre,Jon Telfer,GHT,20-25-50-30,125,,
ST-5,3,FRR - Spectre,Bob Jones,CRP,41-19-64-0,124,,
ST-5,3,FRR - Spectre,Diogo Calçada,CAP,32-6-54-30,122,,
ST-5,3,FRR - Spectre,Roger Puig Antunez,BON,44-19-56-0,119,,
ST-5,3,FRR - Spectre,Hugo Viort,CAP,41-16-60-0,117,,
ST-5,3,FRR - Spectre,Thomas Christiansen,HAB,26-10-50-30,116,,
ST-5,3,FRR - Spectre,Michel Pinto machado,CAP,20-7-58-30,115,,
ST-5,3,FRR - Spectre,CLAMOTE,CAP,20-10-50-30,110,,
ST-5,3,FRR - Spectre,Pedro Borlido,CAP,35-13-54-0,102,,
ST-5,3,FRR - Spectre,Huub de Waard,HAB,26-10-56-0,92,,
ST-5,3,FRR - Spectre,André Minas,CAP,20-13-54-0,87,,
ST-5,4,REVO - REVO,Zeina Loutfi,HAB,90-50-86-30,256,1644,46
ST-5,4,REVO - REVO,Liz Rice,PEP,79-46-93-30,248,,
ST-5,4,REVO - REVO,Anna Rogers,HAB,92-46-72-30,240,,
ST-5,4,REVO - REVO,Heather Moon,PEP,83-35-88-30,236,,
ST-5,4,REVO - REVO,Clare giles,CAY,84-33-84-30,231,,
ST-5,4,REVO - REVO,Alycia Staats,HAB,87-39-66-30,222,,
ST-5,4,REVO - REVO,Jana Parsons,PEP,66-41-84-20,211,,
ST-5,4,REVO - REVO,Shaz Bat,JLP,66-33-78-30,207,,
ST-5,4,REVO - REVO,Katie Isermann,JLP,64-36-76-30,206,,
ST-5,4,REVO - REVO,Heather Downie,BON,72-33-60-30,195,,
ST-5,4,REVO - REVO,Tara Follett,CAY,60-29-62-30,181,,
ST-5,4,REVO - REVO,Steph waring,BON,60-29-45-30,164,,
ST-5,4,REVO - REVO,Ozge Yazar,CAY,64-29-60-0,153,,
ST-5,5,TFC - TFC Harriers,Dominic Harrison,PEP,86-39-96-30,251,1637,45
ST-5,5,TFC - TFC Harriers,Shaun Yeoman,GHT,86-33-100-30,249,,
ST-5,5,TFC - TFC Harriers,Matt Cromwell,BON,76-38-93-30,237,,
ST-5,5,TFC - TFC Harriers,Andrew Dinsmore,CAP,76-33-93-30,232,,
ST-5,5,TFC - TFC Harriers,Jonathan Banks,BON,64-43-88-30,225,,
ST-5,5,TFC - TFC Harriers,David Hill,JLP,66-38-88-30,222,,
ST-5,5,TFC - TFC Harriers,Juliette Williams,JLP,68-39-84-30,221,,
ST-5,5,TFC - TFC Harriers,kziere,JLP,73-36-88-20,217,,
ST-5,5,TFC - TFC Harriers,Rhiannon Mulley,BON,71-39-76-30,216,,
ST-5,5,TFC - TFC Harriers,Ian Breslin,JLP,70-39-92-15,216,,
ST-5,5,TFC - TFC Harriers,Jeff Edwards,CAY,58-43-80-30,211,,
ST-5,5,TFC - TFC Harriers,Bob Jongeneel,HAB,56-33-91-30,210,,
ST-5,5,TFC - TFC Harriers,Matt Sellors,JLP,66-33-82-20,201,,
ST-5,5,TFC - TFC Harriers,Brian Monaghan,BON,55-31-82-30,198,,
ST-5,5,TFC - TFC Harriers,Greg Morrow,CAY,58-33-72-30,193,,
ST-5,5,TFC - TFC Harriers,Jo Lawrence,CAY,60-29-66-30,185,,
ST-5,5,TFC - TFC Harriers,Stewart White,GHT,49-22-82-30,183,,
ST-5,5,TFC - TFC Harriers,Eric Lorenz,BON,54-25-82-20,181,,
ST-5,5,TFC - TFC Harriers,e Harris,CAP,47-25-78-30,180,,
ST-5,5,TFC - TFC Harriers,Karen Taplin,BON,58-31-56-30,175,,
ST-5,5,TFC - TFC Harriers,Simon Evatt,BON,48-22-84-20,174,,
ST-5,5,TFC - TFC Harriers,Dean Hardie,HAB,38-22-75-30,165,,
ST-5,5,TFC - TFC Harriers,Damon McKay,CAY,56-29-60-20,165,,
ST-5,5,TFC - TFC Harriers,Tovey Giezentanner,BON,47-19-68-30,164,,
ST-5,5,TFC - TFC Harriers,Jon Meals,GHT,44-13-60-30,147,,
ST-5,5,TFC - TFC Harriers,Mick Woods,HAB,20-31-56-30,137,,
ST-5,5,TFC - TFC Harriers,Lar Hayden,BON,35-13-50-30,128,,
ST-5,5,TFC - TFC Harriers,Scott Pomeroy,GHT,20-16-54-30,120,,
ST-5,5,TFC - TFC Harriers,Nicholas Keat,HAB,32-25-50-0,107,,
ST-5,6,ABR - ABR Bloobo webdesign,John O´Callaghan,HAB,76-35-96-30,237,1610,44
ST-5,6,ABR - ABR Bloobo webdesign,Andy Fyles,PEP,81-41-95-20,237,,
ST-5,6,ABR - ABR Bloobo webdesign,Nathan Melvin,CAY,76-38-91-30,235,,
ST-5,6,ABR - ABR Bloobo webdesign,Leon O'Regan,CRP,71-46-84-30,231,,
ST-5,6,ABR - ABR Bloobo webdesign,Julio Jimenez,HAB,64-50-86-30,230,,
ST-5,6,ABR - ABR Bloobo webdesign,Beata Listopad,PEP,70-33-92-30,225,,
ST-5,6,ABR - ABR Bloobo webdesign,Patricia Harrison,JLP,66-33-86-30,215,,
ST-5,6,ABR - ABR Bloobo webdesign,Lillian Taylor,PEP,66-33-84-30,213,,
ST-5,6,ABR - ABR Bloobo webdesign,Niels Delahoutre,CRP,62-33-86-30,211,,
ST-5,6,ABR - ABR Bloobo webdesign,Valerie Pa,HAB,77-36-66-30,209,,
ST-5,6,ABR - ABR Bloobo webdesign,Sarah Johnson,CAY,64-33-75-30,202,,
ST-5,6,ABR - ABR Bloobo webdesign,James Farren,HAB,52-33-93-20,198,,
ST-5,6,ABR - ABR Bloobo webdesign,Sarah Olimb,HAB,71-37-60-30,198,,
ST-5,6,ABR - ABR Bloobo webdesign,Fabian H.,HAB,63-25-80-30,198,,
ST-5,6,ABR - ABR Bloobo webdesign,Paola Peroni,CAY,66-33-80-15,194,,
ST-5,6,ABR - ABR Bloobo webdesign,Tim Shields,CAP,58-19-84-30,191,,
ST-5,6,ABR - ABR Bloobo webdesign,Mark Fenton,CRP,53-29-76-30,188,,
ST-5,6,ABR - ABR Bloobo webdesign,Jens Bittner,BON,60-25-72-30,187,,
ST-5,6,ABR - ABR Bloobo webdesign,Peter Sjostrom,HAB,60-16-80-30,186,,
ST-5,6,ABR - ABR Bloobo webdesign,Nathan Joyce,HAB,45-22-88-30,185,,
ST-5,6,ABR - ABR Bloobo webdesign,Gilo Clayson,CAY,50-29-72-20,171,,
ST-5,6,ABR - ABR Bloobo webdesign,Jared Benney (ABR),CAP,32-50-58-30,170,,
ST-5,6,ABR - ABR Bloobo webdesign,Jason Garratt,BON,56-16-64-30,166,,
ST-5,6,ABR - ABR Bloobo webdesign,Stuart Codling,BON,48-37-76-0,161,,
ST-5,6,ABR - ABR Bloobo webdesign,Nico Damrat,GHT,40-33-54-30,157,,
ST-5,6,ABR - ABR Bloobo webdesign,Karl Norris,CAP,39-19-62-30,150,,
ST-5,6,ABR - ABR Bloobo webdesign,Bernd Mayer,HAB,47-13-68-20,148,,
ST-5,6,ABR - ABR Bloobo webdesign,Ben Mackinson,CRP,44-16-68-20,148,,
ST-5,6,ABR - ABR Bloobo webdesign,Dean hunt,HAB,41-13-62-30,146,,
ST-5,6,ABR - ABR Bloobo webdesign,Paula Mayer,CAY,58-29-58-0,145,,
ST-5,6,ABR - ABR Bloobo webdesign,Levente Incze,BON,29-33-50-30,142,,
ST-5,6,ABR - ABR Bloobo webdesign,Richard Watson,CAP,29-16-45-30,120,,
ST-5,6,ABR - ABR Bloobo webdesign,JJ,GHT,23-10-56-30,119,,
ST-5,6,ABR - ABR Bloobo webdesign,Ralf Damrat,HAB,20-16-50-30,116,,
ST-5,6,ABR - ABR Bloobo webdesign,Laura Damrat,BON,0-0-40-30,70,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Maya Hidajat,PEP,92-37-88-20,237,1578,43
ST-5,7,ZSCOT - ZSCOT - LETOUR,Rachel Rodger,BON,96-35-75-30,236,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Alison Kerr,HAB,81-41-80-30,232,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Clare Taylor,JLP,69-46-82-30,227,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,James Hayes,CAY,65-40-88-30,223,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Andy Craig,JLP,73-33-80-30,216,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Graeme Crane,HAB,64-33-80-30,207,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Andrew Rodger,JLP,69-33-80-15,197,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Gregor Simpson,HAB,58-25-82-30,195,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Barry McGuigan,CAY,60-29-72-30,191,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Tam McNeish,CAY,58-29-72-30,189,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Douglas Munro,BON,44-29-54-30,157,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Robert Taylor,GHT,41-19-62-30,152,,
ST-5,7,ZSCOT - ZSCOT - LETOUR,Charlie Marshall,BON,35-16-50-30,131,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Stefan Kirchmair,CAP,92-41-97-30,260,1576,42
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Astrid Bontzek,CAY,96-46-88-15,245,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Nico Peller,CAP,66-40-91-30,227,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Claudia Kreupl,CAY,66-33-88-30,217,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Christian Seyr,CRP,64-36-84-30,214,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Frank Zitzelsberger,BON,62-40-90-20,212,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Thomas Sachse,CAY,62-31-78-30,201,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Florian Halstenbach,GHT,55-36-66-30,187,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Pia Vakkilainen-Liegl,HAB,66-33-54-30,183,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Juergen Pirker,CAY,54-31-64-30,179,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Marco Von Rickenbach,GHT,64-16-82-0,162,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Ben Soja,CAP,42-22-64-30,158,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Michael Haar,GHT,50-29-78-0,157,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Martin Poettgen,HAB,38-16-68-20,142,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Andy Styger,CRP,32-16-64-30,142,,
ST-5,8,KIRCHMAIR - KIRCHMAIR - LETOUR,Torsten Boeswetter,HAB,20-10-45-20,95,,
ST-5,9,EVOLUTION - Le Tour,John Smalley,CAY,91-41-95-30,257,1575,41
ST-5,9,EVOLUTION - Le Tour,Timea Cserhegyi,GHT,90-50-84-30,254,,
ST-5,9,EVOLUTION - Le Tour,Hilary Readhead,PEP,75-39-88-30,232,,
ST-5,9,EVOLUTION - Le Tour,Jackie Gilbert,BON,76-31-84-30,221,,
ST-5,9,EVOLUTION - Le Tour,Pavel Morozov,CRP,64-25-86-30,205,,
ST-5,9,EVOLUTION - Le Tour,Christopher Booth,HAB,67-19-88-30,204,,
ST-5,9,EVOLUTION - Le Tour,Dave Ronan,BON,65-41-66-30,202,,
ST-5,9,EVOLUTION - Le Tour,Andrew Maljaars,GHT,68-10-93-30,201,,
ST-5,9,EVOLUTION - Le Tour,Eija Kestila,BON,70-38-62-30,200,,
ST-5,9,EVOLUTION - Le Tour,Mark Redfern,CAP,64-25-84-20,193,,
ST-5,9,EVOLUTION - Le Tour,Julia Brook,BON,66-31-62-30,189,,
ST-5,9,EVOLUTION - Le Tour,Ann-Charlotte Bivall,CAY,60-31-68-30,189,,
ST-5,9,EVOLUTION - Le Tour,Jeffrey Budden,BON,52-31-75-30,188,,
ST-5,9,EVOLUTION - Le Tour,Andrew Smith,CAY,60-25-72-30,187,,
ST-5,9,EVOLUTION - Le Tour,Nina hodgson,BON,62-33-54-30,179,,
ST-5,9,EVOLUTION - Le Tour,Steve Ripley,HAB,47-22-76-30,175,,
ST-5,9,EVOLUTION - Le Tour,Ossie Assem,GHT,35-22-76-30,163,,
ST-5,9,EVOLUTION - Le Tour,Chris Jasinski,HAB,32-31-66-20,149,,
ST-5,9,EVOLUTION - Le Tour,Dennis 7B,GHT,42-7-60-30,139,,
ST-5,9,EVOLUTION - Le Tour,Andrew Rayner,GHT,35-16-56-0,107,,
ST-5,9,EVOLUTION - Le Tour,Anthony Cree,HAB,17-7-45-15,84,,
ST-5,10,5W4T - 5W4T,Patrick Caisse,GHT,81-46-91-30,248,1560,40
ST-5,10,5W4T - 5W4T,Luc Guilbeault,CAP,80-43-100-15,238,,
ST-5,10,5W4T - 5W4T,Catherine Paquet,GHT,93-46-68-15,222,,
ST-5,10,5W4T - 5W4T,Philippe Hakier,CRP,72-31-88-30,221,,
ST-5,10,5W4T - 5W4T,Jonathan Grenier,GHT,79-29-88-20,216,,
ST-5,10,5W4T - 5W4T,Jeremy Chaix,GHT,66-40-88-20,214,,
ST-5,10,5W4T - 5W4T,Laurent LeBel,GHT,52-41-78-30,201,,
ST-5,10,5W4T - 5W4T,Alexandre Dumont,GHT,44-25-70-30,169,,
ST-5,10,5W4T - 5W4T,Christian Deschênes,CRP,56-31-70-0,157,,
ST-5,10,5W4T - 5W4T,Charles-Antoine Messier,CAP,58-16-62-20,156,,
ST-5,10,5W4T - 5W4T,Michel Rivard,CAP,32-25-60-30,147,,
ST-5,10,5W4T - 5W4T,Jasmin Marinelli,GHT,17-50-50-30,147,,
ST-5,10,5W4T - 5W4T,Francis Cayouette,CAP,20-31-56-30,137,,
ST-5,10,5W4T - 5W4T,JP Durand,CAP,26-36-50-20,132,,
ST-5,10,5W4T - 5W4T,Hugues Joannis,CAP,13-31-56-30,130,,
ST-5,11,TugaZ - Pico,Zorza,JLP,100-33-100-20,253,1539,38
ST-5,11,TugaZ - Pico,Diogo Leite,CRP,66-38-88-30,222,,
ST-5,11,TugaZ - Pico,Jose Onofre,JLP,72-33-84-30,219,,
ST-5,11,TugaZ - Pico,Luis Coelho,BON,81-31-82-20,214,,
ST-5,11,TugaZ - Pico,Luís Castro,GHT,64-29-90-30,213,,
ST-5,11,TugaZ - Pico,Pedro Nunes,GHT,62-33-86-30,211,,
ST-5,11,TugaZ - Pico,Fabio Santos,HAB,62-33-82-30,207,,
ST-5,11,TugaZ - Pico,Luis Rosado,HAB,64-29-84-30,207,,
ST-5,11,TugaZ - Pico,Jose Monteiro,CAY,66-25-82-30,203,,
ST-5,11,TugaZ - Pico,Jose Teixeira,HAB,58-31-75-30,194,,
ST-5,11,TugaZ - Pico,Guilherme Pereira,HAB,52-31-95-15,193,,
ST-5,11,TugaZ - Pico,Elisabete Ribeiro,CAY,62-31-68-30,191,,
ST-5,11,TugaZ - Pico,Alexandre Branco,HAB,60-19-82-30,191,,
ST-5,11,TugaZ - Pico,Dario Prudencio,BON,67-22-72-20,181,,
ST-5,11,TugaZ - Pico,Antonio Dias,GHT,41-22-82-30,175,,
ST-5,11,TugaZ - Pico,Joao Severino,BON,52-29-60-30,171,,
ST-5,11,TugaZ - Pico,José Mendes,BON,44-19-56-30,149,,
ST-5,11,TugaZ - Pico,Luis Barbosa,GHT,32-19-50-30,131,,
ST-5,11,TugaZ - Pico,Helder Silva,BON,35-16-45-30,126,,
ST-5,11,TugaZ - Pico,Luís Marques,BON,29-16-50-30,125,,
ST-5,12,SZ - SZ LOKE,Cornelia Engström,GHT,85-40-75-30,230,1532,38
ST-5,12,SZ - SZ LOKE,Justus Ade,CRP,74-33-93-30,230,,
ST-5,12,SZ - SZ LOKE,Anneli KylÃ©n,JLP,78-33-88-30,229,,
ST-5,12,SZ - SZ LOKE,Robert Egelnor,GHT,71-33-92-30,226,,
ST-5,12,SZ - SZ LOKE,Jesper Johansson,HAB,57-40-88-30,215,,
ST-5,12,SZ - SZ LOKE,Leif Larsson,BON,73-29-70-30,202,,
ST-5,12,SZ - SZ LOKE,Mikael Myrsell,BON,74-31-80-15,200,,
ST-5,12,SZ - SZ LOKE,Fredrik Nygren,GHT,62-22-82-30,196,,
ST-5,12,SZ - SZ LOKE,Sven-Bertil Forsberg,GHT,44-33-76-30,183,,
ST-5,12,SZ - SZ LOKE,stefan bodin,BON,58-31-64-30,183,,
ST-5,12,SZ - SZ LOKE,Johan Löwenhamn,GHT,42-25-84-30,181,,
ST-5,12,SZ - SZ LOKE,Henrik Tullborg,HAB,46-33-64-30,173,,
ST-5,12,SZ - SZ LOKE,Peter Ferngren,BON,53-22-62-30,167,,
ST-5,12,SZ - SZ LOKE,Calle Olsen,GHT,39-25-56-30,150,,
ST-5,13,COALITION - Le Tour,Sharon Almanza,JLP,86-37-91-30,244,1527,38
ST-5,13,COALITION - Le Tour,Philippa Paxman,BON,93-31-88-30,242,,
ST-5,13,COALITION - Le Tour,Gary Cordery,BON,62-33-91-30,216,,
ST-5,13,COALITION - Le Tour,Jill Theodossi,CAY,66-31-86-30,213,,
ST-5,13,COALITION - Le Tour,Mark Feeney,HAB,52-31-97-30,210,,
ST-5,13,COALITION - Le Tour,Barbi Brochu,BON,64-31-78-30,203,,
ST-5,13,COALITION - Le Tour,Tom Marley,CAY,58-33-78-30,199,,
ST-5,13,COALITION - Le Tour,James Balloch,BON,56-33-75-30,194,,
ST-5,13,COALITION - Le Tour,Adrian van Landbertsrode,BON,51-31-76-30,188,,
ST-5,13,COALITION - Le Tour,David Kowalski,CRP,56-31-70-30,187,,
ST-5,13,COALITION - Le Tour,Richard Ersted,BON,51-25-78-30,184,,
ST-5,13,COALITION - Le Tour,Dan Pannell,CRP,41-33-78-30,182,,
ST-5,13,COALITION - Le Tour,Mark Talbot,CAP,47-22-72-30,171,,
ST-5,13,COALITION - Le Tour,Brice Gary,BON,58-22-70-20,170,,
ST-5,13,COALITION - Le Tour,Edward Hems,GHT,42-33-86-0,161,,
ST-5,13,COALITION - Le Tour,Jin Yamamoto,CRP,38-16-66-30,150,,
ST-5,13,COALITION - Le Tour,Matthew Ladd,GHT,26-10-70-30,136,,
ST-5,14,WLBB - WLBB - LETOUR,Andreas Fischer,CAY,83-36-94-30,243,1518,38
ST-5,14,WLBB - WLBB - LETOUR,Enno Enno,JLP,71-41-86-30,228,,
ST-5,14,WLBB - WLBB - LETOUR,Pia Wertheimer,CAY,76-39-80-30,225,,
ST-5,14,WLBB - WLBB - LETOUR,Andreas Kunath,PEP,68-33-82-30,213,,
ST-5,14,WLBB - WLBB - LETOUR,Patrick Wichert,BON,62-33-86-30,211,,
ST-5,14,WLBB - WLBB - LETOUR,Oliver Goßmann,CAY,60-33-80-30,203,,
ST-5,14,WLBB - WLBB - LETOUR,Gerhard Leeb,CAY,62-25-78-30,195,,
ST-5,14,WLBB - WLBB - LETOUR,Silvia Fischer,PEP,73-33-86-0,192,,
ST-5,15,LWATT - Phoenix,Catherine Deveault,JLP,76-41-97-30,244,1518,38
ST-5,15,LWATT - Phoenix,Pierre Cypihot,JLP,71-46-78-30,225,,
ST-5,15,LWATT - Phoenix,Richard D’Amour,PEP,70-43-80-30,223,,
ST-5,15,LWATT - Phoenix,Glenn Houston,CAY,66-31-88-30,215,,
ST-5,15,LWATT - Phoenix,Myriam Tjorbajes,CAY,64-35-86-30,215,,
ST-5,15,LWATT - Phoenix,Rob Imrie,CAY,66-31-78-30,205,,
ST-5,15,LWATT - Phoenix,Nathalie Gagnon,BON,64-31-66-30,191,,
ST-5,15,LWATT - Phoenix,Eric Brisebois,BON,44-46-60-30,180,,
ST-5,15,LWATT - Phoenix,Justin Bolduc,CAY,50-25-64-30,169,,
ST-5,15,LWATT - Phoenix,Louis-Pierre Dupuis,BON,41-29-60-30,160,,
ST-5,15,LWATT - Phoenix,Maxime LÃ©tourneau,BON,50-22-58-30,160,,
ST-5,15,LWATT - Phoenix,Christian Lemyre,HAB,20-16-50-30,116,,
ST-5,15,LWATT - Phoenix,Charlie Loignon,BON,32-29-50-0,111,,
ST-5,16,LWATT - E-mmortels,Alexandre Gendron,BON,79-50-96-30,255,1509,36
ST-5,16,LWATT - E-mmortels,Mike Soukini,CAY,66-50-92-30,238,,
ST-5,16,LWATT - E-mmortels,Dominic LarrivÃ©e,HAB,62-36-82-30,210,,
ST-5,16,LWATT - E-mmortels,Josee Pouliot,BON,64-33-78-30,205,,
ST-5,16,LWATT - E-mmortels,Pascal Gilbert,CAY,64-33-76-30,203,,
ST-5,16,LWATT - E-mmortels,Jean Roy,CAY,64-29-76-30,199,,
ST-5,16,LWATT - E-mmortels,Dave Corbin,CAY,58-46-75-20,199,,
ST-5,16,LWATT - E-mmortels,Jessica Vachon,CAY,64-38-76-20,198,,
ST-5,16,LWATT - E-mmortels,Louis Fournaise,CAY,60-31-66-30,187,,
ST-5,16,LWATT - E-mmortels,Martin Cote,CRP,47-29-68-30,174,,
ST-5,16,LWATT - E-mmortels,Dany Foster,HAB,50-39-64-15,168,,
ST-5,16,LWATT - E-mmortels,Mathieu Fournier G,HAB,41-29-58-15,143,,
ST-5,16,LWATT - E-mmortels,Stephane lachance,GHT,35-19-56-0,110,,
ST-5,17,ALPENTVC - AVC-Hippos,Jens Lueckhof,BON,74-35-94-30,233,1477,36
ST-5,17,ALPENTVC - AVC-Hippos,Nasrin Büttner,JLP,79-33-88-20,220,,
ST-5,17,ALPENTVC - AVC-Hippos,Andrea Grupp,CAY,70-33-84-30,217,,
ST-5,17,ALPENTVC - AVC-Hippos,Lars Junger,CAY,68-33-84-30,215,,
ST-5,17,ALPENTVC - AVC-Hippos,Sabine Seifried,CAY,70-33-82-30,215,,
ST-5,17,ALPENTVC - AVC-Hippos,Ludwig Kettenberger,BON,56-31-84-20,191,,
ST-5,17,ALPENTVC - AVC-Hippos,Dirk Seifried,HAB,61-25-70-30,186,,
ST-5,17,ALPENTVC - AVC-Hippos,Micha Willer,BON,60-29-72-20,181,,
ST-5,17,ALPENTVC - AVC-Hippos,Wolfgang Reh,BON,58-25-66-30,179,,
ST-5,17,ALPENTVC - AVC-Hippos,Lars Schrödel,HAB,51-31-75-20,177,,
ST-5,17,ALPENTVC - AVC-Hippos,Martin Grieger,HAB,44-25-76-30,175,,
ST-5,17,ALPENTVC - AVC-Hippos,Oliver Tobian,GHT,50-13-76-30,169,,
